2023-05-04 13:47:21,024; CRITICAL; MainThread          ; logger    ; <module>                 ( 45); PROGRAM START
2023-05-04 13:49:40,168; INFO    ; WH                  ; warehouse ; init                     (112); Initializing WH, moving to init position
2023-05-04 13:49:40,169; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_BWD :Actuator running to sensor: WH_REF_SW_ARM_BACK
2023-05-04 13:49:40,170; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:40,171; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 89); WH_ARM_BWD :Actuator already at sensor: WH_REF_SW_ARM_BACK
2023-05-04 13:49:40,172; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_BWD :Stopped actuator
2023-05-04 13:49:40,172; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:40,173; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (0,0)
2023-05-04 13:49:40,178; INFO    ; WH_CRANE_TO_CB      ; actuator  ; run_to_encoder_start     (213); WH_CRANE_TO_CB :Actuator running to encoder start
2023-05-04 13:49:40,180; INFO    ; WH_CRANE_TO_CB      ; actuator  ; run_to_sensor            ( 82); WH_CRANE_TO_CB :Actuator running to sensor: WH_REF_SW_HORIZONTAL
2023-05-04 13:49:40,181; DEBUG   ; WH_CRANE_TO_CB      ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_HORIZONTAL
2023-05-04 13:49:40,183; INFO    ; WH_CRANE_TO_CB      ; actuator  ; run_to_sensor            ( 89); WH_CRANE_TO_CB :Actuator already at sensor: WH_REF_SW_HORIZONTAL
2023-05-04 13:49:40,185; INFO    ; WH_CRANE_TO_CB      ; actuator  ; stop                     (284); WH_CRANE_TO_CB :Stopped actuator
2023-05-04 13:49:40,187; DEBUG   ; WH_CRANE_TO_CB      ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_HORIZONTAL
2023-05-04 13:49:40,189; INFO    ; WH_ARM_UP           ; actuator  ; run_to_encoder_start     (213); WH_ARM_UP :Actuator running to encoder start
2023-05-04 13:49:40,190; INFO    ; WH_ARM_UP           ; actuator  ; run_to_sensor            ( 82); WH_ARM_UP :Actuator running to sensor: WH_REF_SW_VERTICAL
2023-05-04 13:49:40,191; DEBUG   ; WH_ARM_UP           ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_VERTICAL
2023-05-04 13:49:40,191; INFO    ; WH_ARM_UP           ; actuator  ; start                    (274); WH_ARM_UP :Started actuator
2023-05-04 13:49:40,269; INFO    ; WH_CRANE_TO_CB      ; sensor    ; reset_encoder            (190); Reset encoder: WH_HORIZONTAL_ENCODER
2023-05-04 13:49:41,128; INFO    ; VG1_BWD             ; sensor    ; wait_for_encoder         (174); VG1_HORIZONTAL_ENCODER :Value reached: 829
2023-05-04 13:49:41,130; INFO    ; VG1_BWD             ; actuator  ; run_to_encoder_value     (183); VG1_BWD :Stopped at: 829
2023-05-04 13:49:41,131; INFO    ; VG1_BWD             ; actuator  ; stop                     (284); VG1_BWD :Stopped actuator
2023-05-04 13:49:41,132; INFO    ; VG1_BWD             ; actuator  ; set_pwm                  (298); VG1_HORIZONTAL_PWM :Set to 100%
2023-05-04 13:49:42,589; INFO    ; VG1_CW              ; sensor    ; wait_for_encoder         (174); VG1_ROTATION_ENCODER :Value reached: 232
2023-05-04 13:49:42,590; INFO    ; VG1_CW              ; actuator  ; set_pwm                  (298); VG1_ROTATION_PWM :Set to 15%
2023-05-04 13:49:42,591; INFO    ; VG1_CW              ; actuator  ; start                    (274); VG1_CW :Started actuator
2023-05-04 13:49:43,145; INFO    ; VG1_CW              ; sensor    ; wait_for_encoder         (174); VG1_ROTATION_ENCODER :Value reached: 109
2023-05-04 13:49:43,146; INFO    ; VG1_CW              ; actuator  ; run_to_encoder_value     (183); VG1_CW :Stopped at: 109
2023-05-04 13:49:43,146; INFO    ; VG1_CW              ; actuator  ; stop                     (284); VG1_CW :Stopped actuator
2023-05-04 13:49:43,147; INFO    ; VG1_CW              ; actuator  ; set_pwm                  (298); VG1_ROTATION_PWM :Set to 100%
2023-05-04 13:49:43,149; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (249); VG1 :Axes moved to: (r:97, h:815, v:-)
2023-05-04 13:49:43,150; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: TO_DESTINATION
2023-05-04 13:49:43,152; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:97, h:815, v:1150)
2023-05-04 13:49:43,157; INFO    ; VG1_CW              ; actuator  ; move_axis                (255); VG1_CW :Axis already at position
2023-05-04 13:49:43,161; INFO    ; VG1_BWD             ; actuator  ; move_axis                (255); VG1_BWD :Axis already at position
2023-05-04 13:49:43,165; INFO    ; VG1_DOWN            ; actuator  ; run_to_encoder_value     (163); VG1_DOWN :Actuator running to value: 1150, at: VG1_VERTICAL_ENCODER
2023-05-04 13:49:43,166; INFO    ; VG1_DOWN            ; actuator  ; start                    (274); VG1_DOWN :Started actuator
2023-05-04 13:49:44,064; INFO    ; WH_ARM_UP           ; sensor    ; wait_for_detect          (139); WH_REF_SW_VERTICAL :Detection
2023-05-04 13:49:44,066; INFO    ; WH_ARM_UP           ; actuator  ; stop                     (284); WH_ARM_UP :Stopped actuator
2023-05-04 13:49:44,068; DEBUG   ; WH_ARM_UP           ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_VERTICAL
2023-05-04 13:49:44,303; INFO    ; WH_ARM_UP           ; sensor    ; reset_encoder            (190); Reset encoder: WH_VERTICAL_ENCODER
2023-05-04 13:49:44,305; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (0,0)
2023-05-04 13:49:44,306; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: END
2023-05-04 13:49:44,319; DEBUG   ; MainThread          ; warehouse ; __del__                  ( 95); Destroyed Warehouse: WH
2023-05-04 13:49:44,320; DEBUG   ; MainThread          ; conveyor  ; __del__                  ( 46); Destroyed Conveyor: WH_CB
2023-05-04 13:49:44,320; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(ENCODER): WH_HORIZONTAL_ENCODER
2023-05-04 13:49:44,321; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(ENCODER): WH_VERTICAL_ENCODER
2023-05-04 13:49:44,322; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: WH_ARM_loading
2023-05-04 13:49:44,322; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: WH_CRANE_horizontal
2023-05-04 13:49:44,323; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: WH_ARM_vertical
2023-05-04 13:49:45,348; INFO    ; VG1_DOWN            ; sensor    ; wait_for_encoder         (174); VG1_VERTICAL_ENCODER :Value reached: 1121
2023-05-04 13:49:45,349; INFO    ; VG1_DOWN            ; actuator  ; run_to_encoder_value     (183); VG1_DOWN :Stopped at: 1121
2023-05-04 13:49:45,350; INFO    ; VG1_DOWN            ; actuator  ; stop                     (284); VG1_DOWN :Stopped actuator
2023-05-04 13:49:45,352; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (249); VG1 :Axes moved to: (r:97, h:815, v:1150)
2023-05-04 13:49:45,353; INFO    ; VG1                 ; robot_3d  ; move_to_position         (207); VG1 :Position reached: (r:97, h:815, v:1150)
2023-05-04 13:49:45,355; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: END
2023-05-04 13:49:45,356; INFO    ; VG1                 ; vac_robot ; release                  ( 80); VG1 :Releasing
2023-05-04 13:49:45,358; INFO    ; VG1                 ; actuator  ; stop                     (284); VG1_VALVE_VACUUM :Stopped actuator
2023-05-04 13:49:45,365; WARNING ; VG1_INIT            ; machine   ; switch_state             ( 78); VG1: Switching state to: INIT
2023-05-04 13:49:45,368; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: CB3_2
2023-05-04 13:49:45,370; INFO    ; VG1_INIT            ; robot_3d  ; init                     (101); Initializing VG1, moving to init position
2023-05-04 13:49:45,372; INFO    ; VG1_INIT            ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:-, h:0, v:0)
2023-05-04 13:49:45,381; INFO    ; VG1_BWD             ; actuator  ; run_to_encoder_start     (213); VG1_BWD :Actuator running to encoder start
2023-05-04 13:49:45,385; INFO    ; VG1_BWD             ; actuator  ; run_to_sensor            ( 82); VG1_BWD :Actuator running to sensor: VG1_REF_SW_HORIZONTAL
2023-05-04 13:49:45,383; INFO    ; VG1_UP              ; actuator  ; run_to_encoder_start     (213); VG1_UP :Actuator running to encoder start
2023-05-04 13:49:45,387; INFO    ; VG1_UP              ; actuator  ; run_to_sensor            ( 82); VG1_UP :Actuator running to sensor: VG1_REF_SW_VERTICAL
2023-05-04 13:49:45,386; DEBUG   ; VG1_BWD             ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG1_REF_SW_HORIZONTAL
2023-05-04 13:49:45,389; INFO    ; VG1_BWD             ; actuator  ; start                    (274); VG1_BWD :Started actuator
2023-05-04 13:49:45,388; DEBUG   ; VG1_UP              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG1_REF_SW_VERTICAL
2023-05-04 13:49:45,391; INFO    ; VG1_UP              ; actuator  ; start                    (274); VG1_UP :Started actuator
2023-05-04 13:49:45,392; DEBUG   ; MainThread          ; conveyor  ; __init__                 ( 42); Created Conveyor: CB3
2023-05-04 13:49:45,416; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: CB4
2023-05-04 13:49:45,417; WARNING ; CB3                 ; machine   ; switch_state             ( 78); CB3: Switching state to: RUN
2023-05-04 13:49:45,418; DEBUG   ; CB3                 ; actuator  ; __init__                 ( 59); Created Actuator: CB3
2023-05-04 13:49:45,419; INFO    ; CB3                 ; actuator  ; run_to_sensor            ( 82); CB3_FWD :Actuator running to sensor: CB4_SENS_START
2023-05-04 13:49:45,420; DEBUG   ; CB3                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): CB4_SENS_START
2023-05-04 13:49:45,420; INFO    ; CB3                 ; actuator  ; start                    (274); CB3_FWD :Started actuator
2023-05-04 13:49:45,437; DEBUG   ; MainThread          ; conveyor  ; __init__                 ( 42); Created Conveyor: CB4
2023-05-04 13:49:45,460; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: GR3
2023-05-04 13:49:45,461; WARNING ; CB4                 ; machine   ; switch_state             ( 78); CB4: Switching state to: WAIT
2023-05-04 13:49:45,463; DEBUG   ; CB4                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): CB3_SENS_END
2023-05-04 13:49:45,465; INFO    ; CB4                 ; sensor    ; wait_for_detect          (134); CB3_SENS_END :Already detected
2023-05-04 13:49:45,466; DEBUG   ; CB4                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): CB3_SENS_END
2023-05-04 13:49:45,467; WARNING ; CB4                 ; machine   ; switch_state             ( 78); CB4: Switching state to: RUN
2023-05-04 13:49:45,468; DEBUG   ; CB4                 ; actuator  ; __init__                 ( 59); Created Actuator: CB4
2023-05-04 13:49:45,469; INFO    ; CB4                 ; actuator  ; run_to_sensor            ( 82); CB4_FWD :Actuator running to sensor: CB4_SENS_END
2023-05-04 13:49:45,471; DEBUG   ; CB4                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): CB4_SENS_END
2023-05-04 13:49:45,472; INFO    ; CB4                 ; actuator  ; start                    (274); CB4_FWD :Started actuator
2023-05-04 13:49:45,481; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): GR3_ROTATION_ENCODER
2023-05-04 13:49:45,482; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): GR3_HORIZONTAL_ENCODER
2023-05-04 13:49:45,482; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): GR3_VERTICAL_ENCODER
2023-05-04 13:49:45,486; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: GR3_rotation
2023-05-04 13:49:45,487; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: GR3_horizontal
2023-05-04 13:49:45,488; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: GR3_vertical
2023-05-04 13:49:45,488; DEBUG   ; MainThread          ; robot_3d  ; __init__                 ( 81); Created 3D Robot: GR3
2023-05-04 13:49:45,489; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(COUNTER): GR3_HORIZONTAL_COUNTER
2023-05-04 13:49:45,489; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(ENCODER): GR3_HORIZONTAL_ENCODER
2023-05-04 13:49:45,491; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(COUNTER): GR3_CLAW_COUNTER
2023-05-04 13:49:45,491; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: GR3_claw
2023-05-04 13:49:45,492; DEBUG   ; MainThread          ; grip_robot; __init__                 ( 47); Created Gripper Robot: GR3
2023-05-04 13:49:45,494; WARNING ; GR3_INIT            ; machine   ; switch_state             ( 78); GR3: Switching state to: INIT
2023-05-04 13:49:45,495; INFO    ; GR3_INIT            ; robot_3d  ; init                     (101); Initializing GR3, moving to init position
2023-05-04 13:49:45,497; INFO    ; GR3_INIT            ; robot_3d  ; move_all_axes            (219); GR3 :Moving axes to: (r:-, h:0, v:0)
2023-05-04 13:49:45,507; INFO    ; GR3_BWD             ; actuator  ; run_to_encoder_start     (213); GR3_BWD :Actuator running to encoder start
2023-05-04 13:49:45,508; INFO    ; GR3_BWD             ; actuator  ; run_to_sensor            ( 82); GR3_BWD :Actuator running to sensor: GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:45,509; DEBUG   ; GR3_BWD             ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:45,510; INFO    ; GR3_BWD             ; actuator  ; run_to_sensor            ( 89); GR3_BWD :Actuator already at sensor: GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:45,515; INFO    ; GR3_BWD             ; actuator  ; stop                     (284); GR3_BWD :Stopped actuator
2023-05-04 13:49:45,518; DEBUG   ; GR3_BWD             ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR3_REF_SW_HORIZONTAL
2023-05-04 13:49:45,519; INFO    ; GR3_UP              ; actuator  ; run_to_encoder_start     (213); GR3_UP :Actuator running to encoder start
2023-05-04 13:49:45,520; INFO    ; GR3_UP              ; actuator  ; run_to_sensor            ( 82); GR3_UP :Actuator running to sensor: GR3_REF_SW_VERTICAL
2023-05-04 13:49:45,521; DEBUG   ; GR3_UP              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR3_REF_SW_VERTICAL
2023-05-04 13:49:45,523; INFO    ; GR3_UP              ; actuator  ; run_to_sensor            ( 89); GR3_UP :Actuator already at sensor: GR3_REF_SW_VERTICAL
2023-05-04 13:49:45,524; INFO    ; GR3_UP              ; actuator  ; stop                     (284); GR3_UP :Stopped actuator
2023-05-04 13:49:45,527; DEBUG   ; GR3_UP              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR3_REF_SW_VERTICAL
2023-05-04 13:49:45,587; INFO    ; GR3_BWD             ; sensor    ; reset_encoder            (190); Reset encoder: GR3_HORIZONTAL_COUNTER
2023-05-04 13:49:45,618; INFO    ; GR3_UP              ; sensor    ; reset_encoder            (190); Reset encoder: GR3_VERTICAL_ENCODER
2023-05-04 13:49:45,619; INFO    ; GR3_INIT            ; robot_3d  ; move_all_axes            (249); GR3 :Axes moved to: (r:-, h:0, v:0)
2023-05-04 13:49:45,621; INFO    ; GR3_INIT            ; robot_3d  ; move_all_axes            (219); GR3 :Moving axes to: (r:0, h:-, v:-)
2023-05-04 13:49:45,628; INFO    ; GR3_CW              ; actuator  ; run_to_encoder_start     (213); GR3_CW :Actuator running to encoder start
2023-05-04 13:49:45,630; INFO    ; GR3_CW              ; actuator  ; run_to_sensor            ( 82); GR3_CW :Actuator running to sensor: GR3_REF_SW_ROTATION
2023-05-04 13:49:45,633; DEBUG   ; GR3_CW              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR3_REF_SW_ROTATION
2023-05-04 13:49:45,636; INFO    ; GR3_CW              ; actuator  ; run_to_sensor            ( 89); GR3_CW :Actuator already at sensor: GR3_REF_SW_ROTATION
